full_address,town,lat,lon
"122, POTONG PASIR AVENUE 1, TOA PAYOH, SINGAPORE",TOA PAYOH,1.3350178,103.8663019
"28, MARSILING DRIVE, WOODLANDS, SINGAPORE",WOODLANDS,1.4412895,103.7757716
"201, MARSILING DRIVE, WOODLANDS, SINGAPORE",WOODLANDS,1.4412895,103.7757716
"110, WOODLANDS STREET 13, WOODLANDS, SINGAPORE",WOODLANDS,1.4350828,103.7777368
"224, YISHUN STREET 21, YISHUN, SINGAPORE",YISHUN,1.43158,103.8393154
"283, YISHUN AVENUE 6, YISHUN, SINGAPORE",YISHUN,1.4290802,103.8494085
"739, YISHUN AVENUE 5, YISHUN, SINGAPORE",YISHUN,1.4297275,103.8321105
"132, YISHUN STREET 11, YISHUN, SINGAPORE",YISHUN,1.4304259,103.8334225
"140, YISHUN RING ROAD, YISHUN, SINGAPORE",YISHUN,1.4180685,103.8338816
"260, YISHUN STREET 22, YISHUN, SINGAPORE",YISHUN,1.4370833,103.8368732
"762, YISHUN STREET 72, YISHUN, SINGAPORE",YISHUN,1.4276762,103.8315105
"257, YISHUN RING ROAD, YISHUN, SINGAPORE",YISHUN,1.4180685,103.8338816
"268, YISHUN STREET 22, YISHUN, SINGAPORE",YISHUN,1.4370833,103.8368732
"725, YISHUN STREET 71, YISHUN, SINGAPORE",YISHUN,1.4269295,103.8306886
"110, YISHUN RING ROAD, YISHUN, SINGAPORE",YISHUN,1.4180685,103.8338816
"774, YISHUN AVENUE 3, YISHUN, SINGAPORE",YISHUN,1.42367855,103.8318467
"730, YISHUN STREET 71, YISHUN, SINGAPORE",YISHUN,1.42682485,103.8318013
"760, YISHUN STREET 72, YISHUN, SINGAPORE",YISHUN,1.4276762,103.8315105
"322, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3683078,103.8477606
"181, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3766461,103.8477974
"512, BEDOK NORTH AVENUE 2, BEDOK, SINGAPORE",BEDOK,1.3305703,103.9305165
"414, BEDOK NORTH AVENUE 2, BEDOK, SINGAPORE",BEDOK,1.3305703,103.9305165
"183, BISHAN STREET 13, BISHAN, SINGAPORE",BISHAN,1.35045045,103.8524934
"179, BISHAN STREET 13, BISHAN, SINGAPORE",BISHAN,1.3460269,103.8543263
"163, BISHAN STREET 13, BISHAN, SINGAPORE",BISHAN,1.34807545,103.8561874
"272, BUKIT BATOK EAST AVENUE 4, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3484624,103.758019
"327, BUKIT BATOK STREET 33, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3628219,103.7478739
"331, BUKIT BATOK STREET 33, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.36385265,103.7474174
"336, BUKIT BATOK STREET 32, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.36448405,103.7485438
"366, BUKIT BATOK STREET 31, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.36044195,103.7488067
"326, BUKIT BATOK STREET 33, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3625833,103.7482225
"9, REDHILL CLOSE, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.28492285,103.8163778
"113, BUKIT MERAH VIEW, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.28628275,103.822961
"269A, QUEEN STREET, CENTRAL AREA, SINGAPORE",CENTRAL AREA,1.3033889,103.8567363
"328, CLEMENTI AVENUE 2, CLEMENTI, SINGAPORE",CLEMENTI,1.315394,103.7668763
"445, CLEMENTI AVENUE 3, CLEMENTI, SINGAPORE",CLEMENTI,1.3132879,103.7639055
"375, CLEMENTI AVENUE 4, CLEMENTI, SINGAPORE",CLEMENTI,1.31847775,103.7667668
"117, CLEMENTI STREET 13, CLEMENTI, SINGAPORE",CLEMENTI,1.324403,103.7713058
"9, HAIG ROAD, GEYLANG, SINGAPORE",GEYLANG,1.31443855,103.8960678
"17, EUNOS CRESCENT, GEYLANG, SINGAPORE",GEYLANG,1.323385,103.9044067
"54, CASSIA CRESCENT, GEYLANG, SINGAPORE",GEYLANG,1.3093616,103.8863737
"11, HAIG ROAD, GEYLANG, SINGAPORE",GEYLANG,1.3148645,103.8966347
"347, UBI AVENUE 1, GEYLANG, SINGAPORE",GEYLANG,1.3246634,103.8921938
"348, UBI AVENUE 1, GEYLANG, SINGAPORE",GEYLANG,1.3246634,103.8921938
"330, UBI AVENUE 1, GEYLANG, SINGAPORE",GEYLANG,1.3246634,103.8921938
"844, SIMS AVENUE, GEYLANG, SINGAPORE",GEYLANG,1.3173866,103.8955131
"6, HOUGANG AVENUE 3, HOUGANG, SINGAPORE",HOUGANG,1.3653224,103.8911378
"122, HOUGANG AVENUE 1, HOUGANG, SINGAPORE",HOUGANG,1.3573985,103.8896746
"405, HOUGANG AVENUE 10, HOUGANG, SINGAPORE",HOUGANG,1.3774853,103.8966918
"313, JURONG EAST STREET 32, JURONG EAST, SINGAPORE",JURONG EAST,1.34715215,103.7333251
"116, JURONG EAST STREET 13, JURONG EAST, SINGAPORE",JURONG EAST,1.3396912,103.7346866
"234, JURONG EAST STREET 21, JURONG EAST, SINGAPORE",JURONG EAST,1.3397648,103.7418652
"309, JURONG EAST STREET 32, JURONG EAST, SINGAPORE",JURONG EAST,1.3476253,103.7338519
"524, JURONG WEST STREET 52, JURONG WEST, SINGAPORE",JURONG WEST,1.3471871,103.7172807
"557, JURONG WEST STREET 42, JURONG WEST, SINGAPORE",JURONG WEST,1.3540626,103.7188508
"97, GEYLANG BAHRU, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.3237253,103.8702546
"23, BENDEMEER ROAD, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.31775645,103.8628507
"42, JALAN BAHAGIA, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.3271907,103.8553073
"63, KALLANG BAHRU, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.3211072,103.871315
"10, ST. GEORGE'S ROAD, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.3231225,103.8623679
"48A, DORSET ROAD, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.31448915,103.8510771
"102, JALAN DUSUN, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.3280587,103.843912
"51, TANGLIN HALT ROAD, QUEENSTOWN, SINGAPORE",QUEENSTOWN,1.2980246,103.7991714
"203, SERANGOON CENTRAL, SERANGOON, SINGAPORE",SERANGOON,1.3492037,103.8744675
"234, SERANGOON AVENUE 3, SERANGOON, SINGAPORE",SERANGOON,1.3551173,103.8704526
"245, SERANGOON AVENUE 2, SERANGOON, SINGAPORE",SERANGOON,1.3482776,103.8723884
"209, SERANGOON CENTRAL, SERANGOON, SINGAPORE",SERANGOON,1.3492037,103.8744675
"205, SERANGOON CENTRAL, SERANGOON, SINGAPORE",SERANGOON,1.3492037,103.8744675
"246, SERANGOON AVENUE 3, SERANGOON, SINGAPORE",SERANGOON,1.3551173,103.8704526
"105, TAMPINES STREET 11, TAMPINES, SINGAPORE",TAMPINES,1.3479955,103.9471776
"223, TAMPINES STREET 24, TAMPINES, SINGAPORE",TAMPINES,1.35539405,103.9532748
"469, TAMPINES STREET 44, TAMPINES, SINGAPORE",TAMPINES,1.36028825,103.9546507
"443, TAMPINES STREET 43, TAMPINES, SINGAPORE",TAMPINES,1.35898045,103.9521864
"470, TAMPINES STREET 44, TAMPINES, SINGAPORE",TAMPINES,1.3607774,103.954626
"428, TAMPINES STREET 41, TAMPINES, SINGAPORE",TAMPINES,1.35924175,103.9491105
"92, LOR 4 TOA PAYOH, TOA PAYOH, SINGAPORE",TOA PAYOH,1.3318025,103.8517135
"20, LOR 7 TOA PAYOH, TOA PAYOH, SINGAPORE",TOA PAYOH,1.3387159,103.8546674
"83, LOR 2 TOA PAYOH, TOA PAYOH, SINGAPORE",TOA PAYOH,1.33577825,103.8480587
"218, MARSILING CRESCENT, WOODLANDS, SINGAPORE",WOODLANDS,1.4480716,103.7747961
"26, MARSILING DRIVE, WOODLANDS, SINGAPORE",WOODLANDS,1.4412895,103.7757716
"108, WOODLANDS STREET 13, WOODLANDS, SINGAPORE",WOODLANDS,1.4361274,103.7721054
"734, YISHUN AVENUE 5, YISHUN, SINGAPORE",YISHUN,1.42916795,103.8308002
"135, YISHUN STREET 11, YISHUN, SINGAPORE",YISHUN,1.4304259,103.8334225
"720, YISHUN STREET 71, YISHUN, SINGAPORE",YISHUN,1.4264349,103.8289628
"263, YISHUN STREET 22, YISHUN, SINGAPORE",YISHUN,1.4370833,103.8368732
"778, YISHUN AVENUE 2, YISHUN, SINGAPORE",YISHUN,1.4155313,103.8325153
"288, YISHUN AVENUE 6, YISHUN, SINGAPORE",YISHUN,1.4290802,103.8494085
"277, YISHUN STREET 22, YISHUN, SINGAPORE",YISHUN,1.4370833,103.8368732
"547, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3702743,103.8568739
"511, ANG MO KIO AVENUE 8, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3735703,103.850168
"39, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3213672,103.939727
"520, BEDOK NORTH AVENUE 1, BEDOK, SINGAPORE",BEDOK,1.329307,103.9265007
"549, BEDOK NORTH AVENUE 1, BEDOK, SINGAPORE",BEDOK,1.33170185,103.9268378
"158, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3187526,103.9450443
"623, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"118, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"170, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3206804,103.946218
"311, SHUNFU ROAD, BISHAN, SINGAPORE",BISHAN,1.35091085,103.8393944
"113, BISHAN STREET 12, BISHAN, SINGAPORE",BISHAN,1.34722365,103.8488274
"106, BISHAN STREET 12, BISHAN, SINGAPORE",BISHAN,1.3450927,103.852144
"193, BISHAN STREET 13, BISHAN, SINGAPORE",BISHAN,1.348677,103.8509797
"197, BISHAN STREET 13, BISHAN, SINGAPORE",BISHAN,1.3486695,103.8504007
"118, BUKIT BATOK WEST AVENUE 6, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.350193,103.746263
"234, BUKIT BATOK EAST AVENUE 5, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3491231,103.7554956
"315, BUKIT BATOK STREET 32, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.36018675,103.7465035
"369, BUKIT BATOK STREET 31, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3603593,103.7512692
"362, BUKIT BATOK STREET 31, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.36098635,103.7499872
"33, LIM LIAK STREET, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.28511865,103.8315734
"113, DEPOT ROAD, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.28136095,103.807325
"1, DELTA AVENUE, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.2921961,103.8266112
"2, DELTA AVENUE, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.2921961,103.8266112
"4, TANJONG PAGAR PLAZA, CENTRAL AREA, SINGAPORE",CENTRAL AREA,1.2764189,103.8429295
"12, TECK WHYE LANE, CHOA CHU KANG, SINGAPORE",CHOA CHU KANG,1.3806722,103.7494556
"349, CLEMENTI AVENUE 2, CLEMENTI, SINGAPORE",CLEMENTI,1.31594575,103.7711402
"606, CLEMENTI WEST STREET 1, CLEMENTI, SINGAPORE",CLEMENTI,1.3048381,103.7680565
"104, CLEMENTI STREET 14, CLEMENTI, SINGAPORE",CLEMENTI,1.32294575,103.7692174
"4, JOO CHIAT ROAD, GEYLANG, SINGAPORE",GEYLANG,1.3159758,103.8977413
"8, HAIG ROAD, GEYLANG, SINGAPORE",GEYLANG,1.31370335,103.8960673
"346, UBI AVENUE 1, GEYLANG, SINGAPORE",GEYLANG,1.3246634,103.8921938
"311, UBI AVENUE 1, GEYLANG, SINGAPORE",GEYLANG,1.3246634,103.8921938
"322, UBI AVENUE 1, GEYLANG, SINGAPORE",GEYLANG,1.3246634,103.8921938
"336, UBI AVENUE 1, GEYLANG, SINGAPORE",GEYLANG,1.3246634,103.8921938
"123, PAYA LEBAR WAY, GEYLANG, SINGAPORE",GEYLANG,1.3232437,103.8850276
"119, HOUGANG AVENUE 1, HOUGANG, SINGAPORE",HOUGANG,1.3573985,103.8896746
"322, HOUGANG AVENUE 5, HOUGANG, SINGAPORE",HOUGANG,1.36712085,103.8969819
"120, HOUGANG AVENUE 1, HOUGANG, SINGAPORE",HOUGANG,1.3573985,103.8896746
"130, LOR AH SOO, HOUGANG, SINGAPORE",HOUGANG,1.3464769,103.8767597
"355, HOUGANG AVENUE 7, HOUGANG, SINGAPORE",HOUGANG,1.3734089,103.8996927
"507, HOUGANG AVENUE 8, HOUGANG, SINGAPORE",HOUGANG,1.376773,103.8947471
"707, HOUGANG AVENUE 2, HOUGANG, SINGAPORE",HOUGANG,1.3665049,103.8884605
"609, HOUGANG AVENUE 8, HOUGANG, SINGAPORE",HOUGANG,1.3701124,103.8855033
"712, HOUGANG AVENUE 2, HOUGANG, SINGAPORE",HOUGANG,1.3680329,103.8854616
"322A, JURONG EAST STREET 31, JURONG EAST, SINGAPORE",JURONG EAST,1.34766445,103.7291913
"465, JURONG WEST STREET 41, JURONG WEST, SINGAPORE",JURONG WEST,1.3464961,103.7249999
"467, JURONG WEST STREET 41, JURONG WEST, SINGAPORE",JURONG WEST,1.34950185,103.7225345
"40, JALAN BAHAGIA, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.3271907,103.8553073
"41, JALAN BAHAGIA, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.3271907,103.8553073
"64, JALAN MA'MOR, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.3283957,103.8574907
"17, ST. GEORGE'S ROAD, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.3231225,103.8623679
"16, ST. GEORGE'S ROAD, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.3231225,103.8623679
"4, LIM CHU KANG ROAD, LIM CHU KANG, SINGAPORE",LIM CHU KANG,1.4328383,103.7078
"56, STIRLING ROAD, QUEENSTOWN, SINGAPORE",QUEENSTOWN,1.2966831,103.8042929
"201, SERANGOON CENTRAL, SERANGOON, SINGAPORE",SERANGOON,1.3492037,103.8744675
"206, SERANGOON CENTRAL, SERANGOON, SINGAPORE",SERANGOON,1.3492037,103.8744675
"264, TAMPINES STREET 21, TAMPINES, SINGAPORE",TAMPINES,1.3528894,103.9514446
"801, TAMPINES AVENUE 4, TAMPINES, SINGAPORE",TAMPINES,1.3468181,103.9380215
"929, TAMPINES STREET 91, TAMPINES, SINGAPORE",TAMPINES,1.3463662,103.9396064
"227, TAMPINES STREET 23, TAMPINES, SINGAPORE",TAMPINES,1.35493655,103.9551055
"830, TAMPINES STREET 82, TAMPINES, SINGAPORE",TAMPINES,1.3533135,103.9381189
"463, TAMPINES STREET 44, TAMPINES, SINGAPORE",TAMPINES,1.35918265,103.9546394
"214, TAMPINES STREET 23, TAMPINES, SINGAPORE",TAMPINES,1.35459815,103.9535432
"438, TAMPINES STREET 43, TAMPINES, SINGAPORE",TAMPINES,1.36029895,103.95159
"462, TAMPINES STREET 44, TAMPINES, SINGAPORE",TAMPINES,1.3590292,103.9551487
"856, TAMPINES STREET 82, TAMPINES, SINGAPORE",TAMPINES,1.3533135,103.9381189
"429, TAMPINES STREET 41, TAMPINES, SINGAPORE",TAMPINES,1.3592686,103.9496413
"119, LOR 1 TOA PAYOH, TOA PAYOH, SINGAPORE",TOA PAYOH,1.3409102,103.8478417
"143, POTONG PASIR AVENUE 2, TOA PAYOH, SINGAPORE",TOA PAYOH,1.33278875,103.8665782
"129, POTONG PASIR AVENUE 1, TOA PAYOH, SINGAPORE",TOA PAYOH,1.33472135,103.8655948
"11, MARSILING DRIVE, WOODLANDS, SINGAPORE",WOODLANDS,1.4412895,103.7757716
"226, YISHUN STREET 21, YISHUN, SINGAPORE",YISHUN,1.43158,103.8393154
"243, YISHUN RING ROAD, YISHUN, SINGAPORE",YISHUN,1.4180685,103.8338816
"744, YISHUN STREET 72, YISHUN, SINGAPORE",YISHUN,1.4276762,103.8315105
"249, YISHUN AVENUE 9, YISHUN, SINGAPORE",YISHUN,1.43158,103.8393154
"235, YISHUN STREET 21, YISHUN, SINGAPORE",YISHUN,1.43158,103.8393154
"764, YISHUN STREET 72, YISHUN, SINGAPORE",YISHUN,1.4276762,103.8315105
"270, YISHUN STREET 22, YISHUN, SINGAPORE",YISHUN,1.4370833,103.8368732
"728, YISHUN STREET 71, YISHUN, SINGAPORE",YISHUN,1.42577215,103.8307797
"407, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",ANG MO KIO,1.362097,103.8554722
"555, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3702743,103.8568739
"411, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3702743,103.8568739
"529, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3702743,103.8568739
"521, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3766461,103.8477974
"1, EAST COAST ROAD, BEDOK, SINGAPORE",BEDOK,1.3085027,103.9098103
"531, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.333428,103.9259599
"211, NEW UPPER CHANGI ROAD, BEDOK, SINGAPORE",BEDOK,1.3239995,103.9313169
"117, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"171, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3208766,103.9456036
"172, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3174361,103.9484497
"68, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3209989,103.9440978
"156, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3182506,103.9452822
"164, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3201021,103.946693
"114, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"161, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3209989,103.9440978
"145, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"110, BISHAN STREET 12, BISHAN, SINGAPORE",BISHAN,1.3450927,103.852144
"406, SIN MING AVENUE, BISHAN, SINGAPORE",BISHAN,1.3602164,103.8321171
"408, SIN MING AVENUE, BISHAN, SINGAPORE",BISHAN,1.3602164,103.8321171
"402, SIN MING AVENUE, BISHAN, SINGAPORE",BISHAN,1.3627589,103.8327623
"256, BUKIT BATOK EAST AVENUE 4, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3507764,103.7584528
"253, BUKIT BATOK EAST AVENUE 5, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3501566,103.7576464
"309, BUKIT BATOK STREET 31, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3582642,103.7488127
"339, BUKIT BATOK STREET 34, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.36319005,103.7505798
"261, BUKIT BATOK EAST AVENUE 4, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3506374,103.7594636
"535, BUKIT BATOK STREET 52, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3549874,103.7504028
"1, EVERTON PARK, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.2771286,103.8393679
"5, REDHILL CLOSE, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.28457435,103.8175889
"109, BUKIT PURMEI ROAD, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.27388335,103.8253393
"72, REDHILL ROAD, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.2874018,103.8162371
"49, KIM PONG ROAD, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.285869,103.8301037
"1, TIONG BAHRU ROAD, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.2896975,103.8162745
"107, BUKIT PURMEI ROAD, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.27303935,103.8247088
"29, KELANTAN ROAD, CENTRAL AREA, SINGAPORE",CENTRAL AREA,1.3051754,103.8569558
"535, UPPER CROSS STREET, CENTRAL AREA, SINGAPORE",CENTRAL AREA,1.2845348,103.8462566
"512, WEST COAST DRIVE, CLEMENTI, SINGAPORE",CLEMENTI,1.30994135,103.7602929
"317, UBI AVENUE 1, GEYLANG, SINGAPORE",GEYLANG,1.3246634,103.8921938
"333, HOUGANG AVENUE 5, HOUGANG, SINGAPORE",HOUGANG,1.3667509,103.8968883
"631, HOUGANG AVENUE 8, HOUGANG, SINGAPORE",HOUGANG,1.37056,103.88141
"619, HOUGANG AVENUE 8, HOUGANG, SINGAPORE",HOUGANG,1.3698506,103.8837204
"705, HOUGANG AVENUE 2, HOUGANG, SINGAPORE",HOUGANG,1.3680329,103.8854616
"615, HOUGANG AVENUE 8, HOUGANG, SINGAPORE",HOUGANG,1.376773,103.8947471
"250, JURONG EAST STREET 24, JURONG EAST, SINGAPORE",JURONG EAST,1.34264505,103.7399788
"223, JURONG EAST STREET 21, JURONG EAST, SINGAPORE",JURONG EAST,1.34106895,103.7361332
"544, JURONG WEST STREET 42, JURONG WEST, SINGAPORE",JURONG WEST,1.35242475,103.7156998
"429, JURONG WEST AVENUE 1, JURONG WEST, SINGAPORE",JURONG WEST,1.3518816,103.7247127
"33, JALAN BAHAGIA, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.32668635,103.8583978
"45, JALAN BAHAGIA, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.3271907,103.8553073
"53, JALAN MA'MOR, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.3283957,103.8574907
"104, TOWNER ROAD, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.31978115,103.8609221
"684, RACE COURSE ROAD, KALLANG/WHAMPOA, SINGAPORE",KALLANG/WHAMPOA,1.3105886,103.8525793
"44, STIRLING ROAD, QUEENSTOWN, SINGAPORE",QUEENSTOWN,1.2977914,103.8026837
"311, SERANGOON AVENUE 2, SERANGOON, SINGAPORE",SERANGOON,1.3482776,103.8723884
"323, SERANGOON AVENUE 3, SERANGOON, SINGAPORE",SERANGOON,1.3551173,103.8704526
"228, SERANGOON AVENUE 4, SERANGOON, SINGAPORE",SERANGOON,1.3570181,103.8714251
"329, SERANGOON AVENUE 3, SERANGOON, SINGAPORE",SERANGOON,1.3551173,103.8704526
"321, SERANGOON AVENUE 2, SERANGOON, SINGAPORE",SERANGOON,1.35130625,103.8677984
"322, SERANGOON AVENUE 3, SERANGOON, SINGAPORE",SERANGOON,1.3551173,103.8704526
"211, TAMPINES STREET 23, TAMPINES, SINGAPORE",TAMPINES,1.35419645,103.9549751
"412, TAMPINES STREET 41, TAMPINES, SINGAPORE",TAMPINES,1.3594609,103.9462552
"908, TAMPINES AVENUE 4, TAMPINES, SINGAPORE",TAMPINES,1.3504929,103.938759
"414, TAMPINES STREET 41, TAMPINES, SINGAPORE",TAMPINES,1.3597629,103.9465439
"126, TAMPINES STREET 11, TAMPINES, SINGAPORE",TAMPINES,1.3457711,103.9503492
"220, LOR 8 TOA PAYOH, TOA PAYOH, SINGAPORE",TOA PAYOH,1.34260525,103.8564637
"152, YISHUN STREET 11, YISHUN, SINGAPORE",YISHUN,1.4304259,103.8334225
"273, YISHUN STREET 22, YISHUN, SINGAPORE",YISHUN,1.4370833,103.8368732
"274, YISHUN STREET 22, YISHUN, SINGAPORE",YISHUN,1.4370833,103.8368732
"266, YISHUN STREET 22, YISHUN, SINGAPORE",YISHUN,1.4370833,103.8368732
"123, YISHUN STREET 11, YISHUN, SINGAPORE",YISHUN,1.4304259,103.8334225
"239, YISHUN RING ROAD, YISHUN, SINGAPORE",YISHUN,1.433584,103.8396725
"765, YISHUN STREET 72, YISHUN, SINGAPORE",YISHUN,1.4276762,103.8315105
"719, YISHUN STREET 71, YISHUN, SINGAPORE",YISHUN,1.4268483,103.8291158
"120, YISHUN RING ROAD, YISHUN, SINGAPORE",YISHUN,1.4180685,103.8338816
"113, YISHUN RING ROAD, YISHUN, SINGAPORE",YISHUN,1.4180685,103.8338816
"713, YISHUN STREET 71, YISHUN, SINGAPORE",YISHUN,1.4272527,103.8270568
"804, YISHUN RING ROAD, YISHUN, SINGAPORE",YISHUN,1.4180685,103.8338816
"265, YISHUN STREET 22, YISHUN, SINGAPORE",YISHUN,1.4370833,103.8368732
"204, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3692045,103.8439488
"3, EAST COAST ROAD, BEDOK, SINGAPORE",BEDOK,1.3105464,103.9185087
"628, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"24, NEW UPPER CHANGI ROAD, BEDOK, SINGAPORE",BEDOK,1.3244115,103.9334275
"167, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3209989,103.9440978
"407, SIN MING AVENUE, BISHAN, SINGAPORE",BISHAN,1.3602164,103.8321171
"116, BISHAN STREET 12, BISHAN, SINGAPORE",BISHAN,1.347461,103.8495458
"115, BISHAN STREET 12, BISHAN, SINGAPORE",BISHAN,1.3450927,103.852144
"122, BISHAN STREET 12, BISHAN, SINGAPORE",BISHAN,1.3450927,103.852144
"131, BISHAN STREET 12, BISHAN, SINGAPORE",BISHAN,1.3450927,103.852144
"325, BUKIT BATOK STREET 33, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.36242,103.7471611
"337, BUKIT BATOK STREET 34, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.36331335,103.7490818
"32, TELOK BLANGAH RISE, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.27310985,103.8217334
"16, REDHILL CLOSE, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.286117,103.8171533
"18, REDHILL CLOSE, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.285802,103.8178329
"21, REDHILL CLOSE, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.2864523,103.8176818
"89, ZION ROAD, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.2878186,103.8336781
"103, BUKIT PURMEI ROAD, BUKIT MERAH, SINGAPORE",BUKIT MERAH,1.2721113,103.8256832
"334, KRETA AYER ROAD, CENTRAL AREA, SINGAPORE",CENTRAL AREA,1.2816762,103.8423788
"25, EUNOS CRESCENT, GEYLANG, SINGAPORE",GEYLANG,1.3234119,103.9023801
"326, UBI AVENUE 1, GEYLANG, SINGAPORE",GEYLANG,1.3246634,103.8921938
"334, UBI AVENUE 1, GEYLANG, SINGAPORE",GEYLANG,1.3246634,103.8921938
"403, HOUGANG AVENUE 10, HOUGANG, SINGAPORE",HOUGANG,1.3774853,103.8966918
"617, HOUGANG AVENUE 8, HOUGANG, SINGAPORE",HOUGANG,1.376773,103.8947471
"18, HOUGANG AVENUE 3, HOUGANG, SINGAPORE",HOUGANG,1.3653224,103.8911378
